id,text,pos
44,"""this is a hybrid of the classic drama without over dramatization mixed with robins new love of the thriller.""","[('``', '``'), ('this', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('hybrid', 'NN'), ('of', 'IN'), ('the', 'DT'), ('classic', 'JJ'), ('drama', 'NN'), ('without', 'IN'), ('over', 'IN'), ('dramatization', 'NN'), ('mixed', 'JJ'), ('with', 'IN'), ('robins', 'NNS'), ('new', 'JJ'), ('love', 'NN'), ('of', 'IN'), ('the', 'DT'), ('thriller', 'NN'), ('.', '.'), (""''"", ""''"")]"
45,"""but this isnt a thriller per se.""","[('``', '``'), ('but', 'CC'), ('this', 'DT'), ('isnt', 'VBZ'), ('a', 'DT'), ('thriller', 'NN'), ('per', 'IN'), ('se', 'NN'), ('.', '.'), (""''"", ""''"")]"
46,"""this is more a mystery suspense vehicle through which williams attempts to locate a sick boy and his keeper.also starring sandra oh and rory culkin this suspense drama plays pretty much like a news report until williams character gets close to achieving his goal.i must say that i was highly entertained though this movie fails to teach guide inspect or amuse.""","[('``', '``'), ('this', 'DT'), ('is', 'VBZ'), ('more', 'RBR'), ('a', 'DT'), ('mystery', 'NN'), ('suspense', 'NN'), ('vehicle', 'NN'), ('through', 'IN'), ('which', 'WDT'), ('williams', 'VBP'), ('attempts', 'NNS'), ('to', 'TO'), ('locate', 'VB'), ('a', 'DT'), ('sick', 'JJ'), ('boy', 'NN'), ('and', 'CC'), ('his', 'PRP$'), ('keeper.also', 'NN'), ('starring', 'VBG'), ('sandra', 'JJ'), ('oh', 'NN'), ('and', 'CC'), ('rory', 'NN'), ('culkin', 'NN'), ('this', 'DT'), ('suspense', 'JJ'), ('drama', 'NN'), ('plays', 'VBZ'), ('pretty', 'RB'), ('much', 'JJ'), ('like', 'IN'), ('a', 'DT'), ('news', 'NN'), ('report', 'NN'), ('until', 'IN'), ('williams', 'JJ'), ('character', 'NN'), ('gets', 'VBZ'), ('close', 'RB'), ('to', 'TO'), ('achieving', 'VBG'), ('his', 'PRP$'), ('goal.i', 'NN'), ('must', 'MD'), ('say', 'VB'), ('that', 'IN'), ('i', 'NN'), ('was', 'VBD'), ('highly', 'RB'), ('entertained', 'VBN'), ('though', 'IN'), ('this', 'DT'), ('movie', 'NN'), ('fails', 'VBZ'), ('to', 'TO'), ('teach', 'VB'), ('guide', 'JJ'), ('inspect', 'NN'), ('or', 'CC'), ('amuse', 'NN'), ('.', '.'), (""''"", ""''"")]"
47,"""it felt more like i was watching a guy williams as he was actually performing the actions from a third person perspective.""","[('``', '``'), ('it', 'PRP'), ('felt', 'VBD'), ('more', 'RBR'), ('like', 'IN'), ('i', 'NN'), ('was', 'VBD'), ('watching', 'VBG'), ('a', 'DT'), ('guy', 'NN'), ('williams', 'NN'), ('as', 'IN'), ('he', 'PRP'), ('was', 'VBD'), ('actually', 'RB'), ('performing', 'VBG'), ('the', 'DT'), ('actions', 'NNS'), ('from', 'IN'), ('a', 'DT'), ('third', 'JJ'), ('person', 'NN'), ('perspective', 'NN'), ('.', '.'), (""''"", ""''"")]"
48,"""in other words it felt real and i was able to subscribe to the premise of the story.all in all its worth a watch though its definitely not friday saturday night fare.it rates a 7.7 10 from...the fiend .""","[('``', '``'), ('in', 'IN'), ('other', 'JJ'), ('words', 'NNS'), ('it', 'PRP'), ('felt', 'VBD'), ('real', 'JJ'), ('and', 'CC'), ('i', 'NN'), ('was', 'VBD'), ('able', 'JJ'), ('to', 'TO'), ('subscribe', 'VB'), ('to', 'TO'), ('the', 'DT'), ('premise', 'NN'), ('of', 'IN'), ('the', 'DT'), ('story.all', 'NN'), ('in', 'IN'), ('all', 'DT'), ('its', 'PRP$'), ('worth', 'NN'), ('a', 'DT'), ('watch', 'NN'), ('though', 'IN'), ('its', 'PRP$'), ('definitely', 'RB'), ('not', 'RB'), ('friday', 'JJ'), ('saturday', 'JJ'), ('night', 'NN'), ('fare.it', 'NN'), ('rates', 'NNS'), ('a', 'DT'), ('7.7', 'CD'), ('10', 'CD'), ('from', 'IN'), ('...', ':'), ('the', 'DT'), ('fiend', 'NN'), ('.', '.'), (""''"", ""''"")]"
49,"""yes its an art... to successfully make a slow paced thriller.the story unfolds in nice volumes while you dont even notice it happening.fine performance by robin williams.""","[('``', '``'), ('yes', 'VB'), ('its', 'PRP$'), ('an', 'DT'), ('art', 'NN'), ('...', ':'), ('to', 'TO'), ('successfully', 'RB'), ('make', 'VB'), ('a', 'DT'), ('slow', 'JJ'), ('paced', 'VBD'), ('thriller.the', 'JJ'), ('story', 'NN'), ('unfolds', 'NNS'), ('in', 'IN'), ('nice', 'JJ'), ('volumes', 'NNS'), ('while', 'IN'), ('you', 'PRP'), ('dont', 'VBP'), ('even', 'RB'), ('notice', 'VBP'), ('it', 'PRP'), ('happening.fine', 'JJ'), ('performance', 'NN'), ('by', 'IN'), ('robin', 'JJ'), ('williams', 'NNS'), ('.', '.'), (""''"", ""''"")]"
50,"""the sexuality angles in the film can seem unnecessary and can probably affect how much you enjoy the film.""","[('``', '``'), ('the', 'DT'), ('sexuality', 'NN'), ('angles', 'VBZ'), ('in', 'IN'), ('the', 'DT'), ('film', 'NN'), ('can', 'MD'), ('seem', 'VB'), ('unnecessary', 'JJ'), ('and', 'CC'), ('can', 'MD'), ('probably', 'RB'), ('affect', 'VB'), ('how', 'WRB'), ('much', 'JJ'), ('you', 'PRP'), ('enjoy', 'VBP'), ('the', 'DT'), ('film', 'NN'), ('.', '.'), (""''"", ""''"")]"
51,"""however the core plot is very engaging.""","[('``', '``'), ('however', 'RB'), ('the', 'DT'), ('core', 'NN'), ('plot', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('engaging', 'JJ'), ('.', '.'), (""''"", ""''"")]"
52,"""the movie doesnt rush onto you and still grips you enough to keep you wondering.""","[('``', '``'), ('the', 'DT'), ('movie', 'NN'), ('doesnt', 'NN'), ('rush', 'NN'), ('onto', 'IN'), ('you', 'PRP'), ('and', 'CC'), ('still', 'RB'), ('grips', 'VB'), ('you', 'PRP'), ('enough', 'RB'), ('to', 'TO'), ('keep', 'VB'), ('you', 'PRP'), ('wondering', 'VBG'), ('.', '.'), (""''"", ""''"")]"
53,"""the direction is good.""","[('``', '``'), ('the', 'DT'), ('direction', 'NN'), ('is', 'VBZ'), ('good', 'JJ'), ('.', '.'), (""''"", ""''"")]"
54,"""use of lights to achieve desired affects of suspense and unexpectedness is good.very nice 1 time watch if you are looking to lay back and hear a thrilling short story!""","[('``', '``'), ('use', 'NN'), ('of', 'IN'), ('lights', 'NNS'), ('to', 'TO'), ('achieve', 'VB'), ('desired', 'JJ'), ('affects', 'NNS'), ('of', 'IN'), ('suspense', 'NN'), ('and', 'CC'), ('unexpectedness', 'NN'), ('is', 'VBZ'), ('good.very', 'JJ'), ('nice', 'RB'), ('1', 'CD'), ('time', 'NN'), ('watch', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('looking', 'VBG'), ('to', 'TO'), ('lay', 'VB'), ('back', 'RB'), ('and', 'CC'), ('hear', 'VB'), ('a', 'DT'), ('thrilling', 'VBG'), ('short', 'JJ'), ('story', 'NN'), ('!', '.'), (""''"", ""''"")]"
55,"""in this critically acclaimed psychological thriller based on true events gabriel robin williams a celebrated writer and late night talk show host becomes captivated by the harrowing story of a young listener and his adoptive mother toni collette.""","[('``', '``'), ('in', 'IN'), ('this', 'DT'), ('critically', 'RB'), ('acclaimed', 'JJ'), ('psychological', 'JJ'), ('thriller', 'NN'), ('based', 'VBN'), ('on', 'IN'), ('true', 'JJ'), ('events', 'NNS'), ('gabriel', 'JJ'), ('robin', 'VBP'), ('williams', 'VBZ'), ('a', 'DT'), ('celebrated', 'JJ'), ('writer', 'NN'), ('and', 'CC'), ('late', 'JJ'), ('night', 'NN'), ('talk', 'NN'), ('show', 'NN'), ('host', 'NN'), ('becomes', 'NNS'), ('captivated', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('harrowing', 'VBG'), ('story', 'NN'), ('of', 'IN'), ('a', 'DT'), ('young', 'JJ'), ('listener', 'NN'), ('and', 'CC'), ('his', 'PRP$'), ('adoptive', 'JJ'), ('mother', 'NN'), ('toni', 'NN'), ('collette', 'NN'), ('.', '.'), (""''"", ""''"")]"
56,"""when troubling questions arise about this boys story however gabriel finds himself drawn into a widening mystery that hides a deadly secret??? according to films official synopsis.you really should stop reading these comments and watch the film now...the how did he lose his leg?""","[('``', '``'), ('when', 'WRB'), ('troubling', 'VBG'), ('questions', 'NNS'), ('arise', 'VB'), ('about', 'IN'), ('this', 'DT'), ('boys', 'VBZ'), ('story', 'NN'), ('however', 'RB'), ('gabriel', 'JJ'), ('finds', 'VBZ'), ('himself', 'PRP'), ('drawn', 'VBN'), ('into', 'IN'), ('a', 'DT'), ('widening', 'NN'), ('mystery', 'NN'), ('that', 'WDT'), ('hides', 'VBZ'), ('a', 'DT'), ('deadly', 'RB'), ('secret???', 'JJ'), ('according', 'VBG'), ('to', 'TO'), ('films', 'NNS'), ('official', 'JJ'), ('synopsis.you', 'NNS'), ('really', 'RB'), ('should', 'MD'), ('stop', 'VB'), ('reading', 'VBG'), ('these', 'DT'), ('comments', 'NNS'), ('and', 'CC'), ('watch', 'VB'), ('the', 'DT'), ('film', 'NN'), ('now', 'RB'), ('...', ':'), ('the', 'DT'), ('how', 'WRB'), ('did', 'VBD'), ('he', 'PRP'), ('lose', 'VB'), ('his', 'PRP$'), ('leg', 'NN'), ('?', '.'), (""''"", ""''"")]"
57,"""ending with ms. collette planning her new life should be chopped off and sent to deleted scenes land.""","[('``', '``'), ('ending', 'VBG'), ('with', 'IN'), ('ms.', 'JJ'), ('collette', 'NN'), ('planning', 'VBG'), ('her', 'PRP$'), ('new', 'JJ'), ('life', 'NN'), ('should', 'MD'), ('be', 'VB'), ('chopped', 'VBN'), ('off', 'RB'), ('and', 'CC'), ('sent', 'VBD'), ('to', 'TO'), ('deleted', 'VBN'), ('scenes', 'NNS'), ('land', 'NN'), ('.', '.'), (""''"", ""''"")]"
58,"""its overkill.""","[('``', '``'), ('its', 'PRP$'), ('overkill', 'NN'), ('.', '.'), (""''"", ""''"")]"
59,"""the true nature of her physical and mental ailments should be obvious by the time mr. williams returns to new york.""","[('``', '``'), ('the', 'DT'), ('true', 'JJ'), ('nature', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('physical', 'JJ'), ('and', 'CC'), ('mental', 'JJ'), ('ailments', 'NNS'), ('should', 'MD'), ('be', 'VB'), ('obvious', 'JJ'), ('by', 'IN'), ('the', 'DT'), ('time', 'NN'), ('mr.', 'JJ'), ('williams', 'NNS'), ('returns', 'VBZ'), ('to', 'TO'), ('new', 'JJ'), ('york', 'NN'), ('.', '.'), (""''"", ""''"")]"
60,"""possibly her blindness could be in question   but a revelation could have be made certain in either the highway or video tape scenes.""","[('``', '``'), ('possibly', 'RB'), ('her', 'PRP$'), ('blindness', 'NN'), ('could', 'MD'), ('be', 'VB'), ('in', 'IN'), ('question', 'NN'), ('but', 'CC'), ('a', 'DT'), ('revelation', 'NN'), ('could', 'MD'), ('have', 'VB'), ('be', 'VB'), ('made', 'VBN'), ('certain', 'JJ'), ('in', 'IN'), ('either', 'CC'), ('the', 'DT'), ('highway', 'NN'), ('or', 'CC'), ('video', 'NN'), ('tape', 'NN'), ('scenes', 'NNS'), ('.', '.'), (""''"", ""''"")]"
61,"""the film would benefit from a re editing   how about a directors cut?""","[('``', '``'), ('the', 'DT'), ('film', 'NN'), ('would', 'MD'), ('benefit', 'VB'), ('from', 'IN'), ('a', 'DT'), ('re', 'NN'), ('editing', 'VBG'), ('how', 'WRB'), ('about', 'IN'), ('a', 'DT'), ('directors', 'NNS'), ('cut', 'VBD'), ('?', '.'), (""''"", ""''"")]"
62,"""williams and bobby cannavale as jess dont seem initially believable as a couple.""","[('``', '``'), ('williams', 'NNS'), ('and', 'CC'), ('bobby', 'VB'), ('cannavale', 'NN'), ('as', 'IN'), ('jess', 'NN'), ('dont', 'NN'), ('seem', 'VBP'), ('initially', 'RB'), ('believable', 'JJ'), ('as', 'IN'), ('a', 'DT'), ('couple', 'NN'), ('.', '.'), (""''"", ""''"")]"
63,"""a scene or two establishing their relationship might have helped set the stage.""","[('``', '``'), ('a', 'DT'), ('scene', 'NN'), ('or', 'CC'), ('two', 'CD'), ('establishing', 'VBG'), ('their', 'PRP$'), ('relationship', 'NN'), ('might', 'MD'), ('have', 'VB'), ('helped', 'VBN'), ('set', 'VB'), ('the', 'DT'), ('stage', 'NN'), ('.', '.'), (""''"", ""''"")]"
64,"""otherwise the cast is exemplary.""","[('``', '``'), ('otherwise', 'RB'), ('the', 'DT'), ('cast', 'NN'), ('is', 'VBZ'), ('exemplary', 'JJ'), ('.', '.'), (""''"", ""''"")]"
65,"""williams offers an exceptionally strong characterization and not a gay impersonation.""","[('``', '``'), ('williams', 'NN'), ('offers', 'VBZ'), ('an', 'DT'), ('exceptionally', 'RB'), ('strong', 'JJ'), ('characterization', 'NN'), ('and', 'CC'), ('not', 'RB'), ('a', 'DT'), ('gay', 'JJ'), ('impersonation', 'NN'), ('.', '.'), (""''"", ""''"")]"
66,"""sandra oh as anna joe morton as ashe and rory culkin pete logand are all perfect.best of all collettes donna belongs in the creepy hall of fame.""","[('``', '``'), ('sandra', 'RB'), ('oh', 'JJ'), ('as', 'IN'), ('anna', 'JJ'), ('joe', 'NN'), ('morton', 'NN'), ('as', 'IN'), ('ashe', 'NN'), ('and', 'CC'), ('rory', 'NN'), ('culkin', 'NN'), ('pete', 'NN'), ('logand', 'NN'), ('are', 'VBP'), ('all', 'DT'), ('perfect.best', 'JJS'), ('of', 'IN'), ('all', 'DT'), ('collettes', 'NNS'), ('donna', 'VBP'), ('belongs', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('creepy', 'NN'), ('hall', 'NN'), ('of', 'IN'), ('fame', 'NN'), ('.', '.'), (""''"", ""''"")]"
67,"""ms. oh is correct in saying collette might be you know like that guy from psycho.""","[('``', '``'), ('ms.', 'NN'), ('oh', 'NN'), ('is', 'VBZ'), ('correct', 'JJ'), ('in', 'IN'), ('saying', 'VBG'), ('collette', 'NN'), ('might', 'MD'), ('be', 'VB'), ('you', 'PRP'), ('know', 'VBP'), ('like', 'IN'), ('that', 'DT'), ('guy', 'NN'), ('from', 'IN'), ('psycho', 'NN'), ('.', '.'), (""''"", ""''"")]"
68,"""there have been several years when organizations giving acting awards seemed to reach for women due to a slighter dispersion of roles; certainly they could have noticed collette with some award consideration.""","[('``', '``'), ('there', 'EX'), ('have', 'VBP'), ('been', 'VBN'), ('several', 'JJ'), ('years', 'NNS'), ('when', 'WRB'), ('organizations', 'NNS'), ('giving', 'VBG'), ('acting', 'VBG'), ('awards', 'NNS'), ('seemed', 'VBD'), ('to', 'TO'), ('reach', 'VB'), ('for', 'IN'), ('women', 'NNS'), ('due', 'JJ'), ('to', 'TO'), ('a', 'DT'), ('slighter', 'JJ'), ('dispersion', 'NN'), ('of', 'IN'), ('roles', 'NNS'), (';', ':'), ('certainly', 'RB'), ('they', 'PRP'), ('could', 'MD'), ('have', 'VB'), ('noticed', 'VBN'), ('collette', 'NN'), ('with', 'IN'), ('some', 'DT'), ('award', 'NN'), ('consideration', 'NN'), ('.', '.'), (""''"", ""''"")]"
69,"""she is that good.""","[('``', '``'), ('she', 'PRP'), ('is', 'VBZ'), ('that', 'DT'), ('good', 'JJ'), ('.', '.'), (""''"", ""''"")]"
70,"""and director patrick stettner definitely evokes hitchcock   he even makes getting a sandwich from a vending machine suspenseful.finally writers stettner armistead maupin and terry anderson deserve gratitude from flight attendants everywhere.""","[('``', '``'), ('and', 'CC'), ('director', 'NN'), ('patrick', 'NN'), ('stettner', 'NN'), ('definitely', 'RB'), ('evokes', 'VBZ'), ('hitchcock', 'NN'), ('he', 'PRP'), ('even', 'RB'), ('makes', 'VBZ'), ('getting', 'VBG'), ('a', 'DT'), ('sandwich', 'NN'), ('from', 'IN'), ('a', 'DT'), ('vending', 'VBG'), ('machine', 'NN'), ('suspenseful.finally', 'RB'), ('writers', 'VBZ'), ('stettner', 'JJ'), ('armistead', 'JJ'), ('maupin', 'NN'), ('and', 'CC'), ('terry', 'NN'), ('anderson', 'NN'), ('deserve', 'VBP'), ('gratitude', 'NN'), ('from', 'IN'), ('flight', 'NN'), ('attendants', 'NNS'), ('everywhere', 'RB'), ('.', '.'), (""''"", ""''"")]"
71,"""******* the night listener 1 21 06 patrick stettner ~ robin williams toni collette sandra oh rory culkin""","[('``', '``'), ('*******', 'VB'), ('the', 'DT'), ('night', 'NN'), ('listener', 'NN'), ('1', 'CD'), ('21', 'CD'), ('06', 'CD'), ('patrick', 'NN'), ('stettner', 'NN'), ('~', 'NNP'), ('robin', 'NN'), ('williams', 'NNS'), ('toni', 'VBP'), ('collette', 'NN'), ('sandra', 'NN'), ('oh', 'JJ'), ('rory', 'NN'), ('culkin', 'NN'), (""''"", ""''"")]"
72,"""the night listener 2006 **1 2 robin williams toni collette bobby cannavale rory culkin joe morton sandra oh john cullum lisa emery becky ann baker.""","[('``', '``'), ('the', 'DT'), ('night', 'NN'), ('listener', 'NN'), ('2006', 'CD'), ('**1', 'NN'), ('2', 'CD'), ('robin', 'NN'), ('williams', 'NNS'), ('toni', 'VBP'), ('collette', 'NN'), ('bobby', 'NN'), ('cannavale', 'NN'), ('rory', 'NN'), ('culkin', 'NN'), ('joe', 'NN'), ('morton', 'NN'), ('sandra', 'NN'), ('oh', 'UH'), ('john', 'NN'), ('cullum', 'NN'), ('lisa', 'JJ'), ('emery', 'NN'), ('becky', 'NN'), ('ann', 'NN'), ('baker', 'NN'), ('.', '.'), (""''"", ""''"")]"
73,"""dir patrick stettner hitchcockian suspenser gives williams a stand out low key performance.what is it about celebrities and fans?""","[('``', '``'), ('dir', 'NN'), ('patrick', 'JJ'), ('stettner', 'NN'), ('hitchcockian', 'JJ'), ('suspenser', 'NN'), ('gives', 'VBZ'), ('williams', 'VBP'), ('a', 'DT'), ('stand', 'NN'), ('out', 'RP'), ('low', 'JJ'), ('key', 'NN'), ('performance.what', 'WP'), ('is', 'VBZ'), ('it', 'PRP'), ('about', 'IN'), ('celebrities', 'NNS'), ('and', 'CC'), ('fans', 'NNS'), ('?', '.'), (""''"", ""''"")]"
74,"""what is the near paranoia one associates with the other and why is it almost the norm?""","[('``', '``'), ('what', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('near', 'JJ'), ('paranoia', 'NN'), ('one', 'CD'), ('associates', 'VBZ'), ('with', 'IN'), ('the', 'DT'), ('other', 'JJ'), ('and', 'CC'), ('why', 'WRB'), ('is', 'VBZ'), ('it', 'PRP'), ('almost', 'RB'), ('the', 'DT'), ('norm', 'NN'), ('?', '.'), (""''"", ""''"")]"
75,"""in the latest derange fan scenario based on true events no less williams stars as a talk radio personality named gabriel no one who reads stories hes penned over the airwaves and has accumulated an interesting fan in the form of a young boy named pete logand culkin who has submitted a manuscript about the travails of his troubled youth to no ones editor ashe morton who gives it to no one to read for himself.""","[('``', '``'), ('in', 'IN'), ('the', 'DT'), ('latest', 'JJS'), ('derange', 'NN'), ('fan', 'NN'), ('scenario', 'NN'), ('based', 'VBN'), ('on', 'IN'), ('true', 'JJ'), ('events', 'NNS'), ('no', 'DT'), ('less', 'JJR'), ('williams', 'JJ'), ('stars', 'NNS'), ('as', 'IN'), ('a', 'DT'), ('talk', 'NN'), ('radio', 'NN'), ('personality', 'NN'), ('named', 'VBN'), ('gabriel', 'NN'), ('no', 'DT'), ('one', 'NN'), ('who', 'WP'), ('reads', 'VBZ'), ('stories', 'NNS'), ('hes', 'NNS'), ('penned', 'VBD'), ('over', 'IN'), ('the', 'DT'), ('airwaves', 'NNS'), ('and', 'CC'), ('has', 'VBZ'), ('accumulated', 'VBN'), ('an', 'DT'), ('interesting', 'JJ'), ('fan', 'NN'), ('in', 'IN'), ('the', 'DT'), ('form', 'NN'), ('of', 'IN'), ('a', 'DT'), ('young', 'JJ'), ('boy', 'NN'), ('named', 'VBD'), ('pete', 'JJ'), ('logand', 'NN'), ('culkin', 'NN'), ('who', 'WP'), ('has', 'VBZ'), ('submitted', 'VBN'), ('a', 'DT'), ('manuscript', 'NN'), ('about', 'IN'), ('the', 'DT'), ('travails', 'NNS'), ('of', 'IN'), ('his', 'PRP$'), ('troubled', 'JJ'), ('youth', 'NN'), ('to', 'TO'), ('no', 'DT'), ('ones', 'NNS'), ('editor', 'NN'), ('ashe', 'IN'), ('morton', 'NN'), ('who', 'WP'), ('gives', 'VBZ'), ('it', 'PRP'), ('to', 'TO'), ('no', 'DT'), ('one', 'NN'), ('to', 'TO'), ('read', 'VB'), ('for', 'IN'), ('himself', 'PRP'), ('.', '.'), (""''"", ""''"")]"
76,"""no one is naturally disturbed but ultimately intrigued about the nightmarish existence of pete being abducted and sexually abused for years until he was finally rescued by a nurse named donna collette giving an excellent performance who has adopted the boy but her correspondence with no one reveals that pete is dying from aids.""","[('``', '``'), ('no', 'DT'), ('one', 'NN'), ('is', 'VBZ'), ('naturally', 'RB'), ('disturbed', 'VBN'), ('but', 'CC'), ('ultimately', 'RB'), ('intrigued', 'VBN'), ('about', 'IN'), ('the', 'DT'), ('nightmarish', 'JJ'), ('existence', 'NN'), ('of', 'IN'), ('pete', 'JJ'), ('being', 'VBG'), ('abducted', 'VBN'), ('and', 'CC'), ('sexually', 'RB'), ('abused', 'VBN'), ('for', 'IN'), ('years', 'NNS'), ('until', 'IN'), ('he', 'PRP'), ('was', 'VBD'), ('finally', 'RB'), ('rescued', 'VBN'), ('by', 'IN'), ('a', 'DT'), ('nurse', 'NN'), ('named', 'VBN'), ('donna', 'NN'), ('collette', 'NN'), ('giving', 'VBG'), ('an', 'DT'), ('excellent', 'JJ'), ('performance', 'NN'), ('who', 'WP'), ('has', 'VBZ'), ('adopted', 'VBN'), ('the', 'DT'), ('boy', 'NN'), ('but', 'CC'), ('her', 'PRP$'), ('correspondence', 'NN'), ('with', 'IN'), ('no', 'DT'), ('one', 'NN'), ('reveals', 'VBZ'), ('that', 'IN'), ('pete', 'NN'), ('is', 'VBZ'), ('dying', 'VBG'), ('from', 'IN'), ('aids', 'NNS'), ('.', '.'), (""''"", ""''"")]"
77,"""naturally no one wants to meet the fans but is suddenly in doubt to their possibly devious ulterior motives when the seed is planted by his estranged lover jess cannavale whose sudden departure from their new york city apartment has no one in an emotional tailspin that has only now grown into a tempest in a teacup when he decides to do some investigating into donna and petes backgrounds discovering some truths that he didnt anticipate.written by armistead maupin who co wrote the screenplay with his former lover terry anderson and the films novice director stettner and based on a true story about a fans hoax found out has some hitchcockian moments that run on full tilt like any good old fashioned pot boiler does.""","[('``', '``'), ('naturally', 'RB'), ('no', 'DT'), ('one', 'NN'), ('wants', 'VBZ'), ('to', 'TO'), ('meet', 'VB'), ('the', 'DT'), ('fans', 'NNS'), ('but', 'CC'), ('is', 'VBZ'), ('suddenly', 'RB'), ('in', 'IN'), ('doubt', 'NN'), ('to', 'TO'), ('their', 'PRP$'), ('possibly', 'RB'), ('devious', 'JJ'), ('ulterior', 'JJ'), ('motives', 'NNS'), ('when', 'WRB'), ('the', 'DT'), ('seed', 'NN'), ('is', 'VBZ'), ('planted', 'VBN'), ('by', 'IN'), ('his', 'PRP$'), ('estranged', 'VBN'), ('lover', 'NN'), ('jess', 'NN'), ('cannavale', 'NN'), ('whose', 'WP$'), ('sudden', 'JJ'), ('departure', 'NN'), ('from', 'IN'), ('their', 'PRP$'), ('new', 'JJ'), ('york', 'NN'), ('city', 'NN'), ('apartment', 'NN'), ('has', 'VBZ'), ('no', 'DT'), ('one', 'NN'), ('in', 'IN'), ('an', 'DT'), ('emotional', 'JJ'), ('tailspin', 'NN'), ('that', 'WDT'), ('has', 'VBZ'), ('only', 'RB'), ('now', 'RB'), ('grown', 'VBN'), ('into', 'IN'), ('a', 'DT'), ('tempest', 'NN'), ('in', 'IN'), ('a', 'DT'), ('teacup', 'NN'), ('when', 'WRB'), ('he', 'PRP'), ('decides', 'VBZ'), ('to', 'TO'), ('do', 'VB'), ('some', 'DT'), ('investigating', 'NN'), ('into', 'IN'), ('donna', 'NN'), ('and', 'CC'), ('petes', 'VBZ'), ('backgrounds', 'NNS'), ('discovering', 'VBG'), ('some', 'DT'), ('truths', 'NNS'), ('that', 'IN'), ('he', 'PRP'), ('didnt', 'VBZ'), ('anticipate.written', 'VBN'), ('by', 'IN'), ('armistead', 'JJ'), ('maupin', 'NN'), ('who', 'WP'), ('co', 'VBP'), ('wrote', 'VBD'), ('the', 'DT'), ('screenplay', 'NN'), ('with', 'IN'), ('his', 'PRP$'), ('former', 'JJ'), ('lover', 'NN'), ('terry', 'NN'), ('anderson', 'NN'), ('and', 'CC'), ('the', 'DT'), ('films', 'JJ'), ('novice', 'NN'), ('director', 'NN'), ('stettner', 'NN'), ('and', 'CC'), ('based', 'VBN'), ('on', 'IN'), ('a', 'DT'), ('true', 'JJ'), ('story', 'NN'), ('about', 'IN'), ('a', 'DT'), ('fans', 'NNS'), ('hoax', 'VBP'), ('found', 'VBN'), ('out', 'RP'), ('has', 'VBZ'), ('some', 'DT'), ('hitchcockian', 'JJ'), ('moments', 'NNS'), ('that', 'WDT'), ('run', 'VBP'), ('on', 'IN'), ('full', 'JJ'), ('tilt', 'NN'), ('like', 'IN'), ('any', 'DT'), ('good', 'JJ'), ('old', 'JJ'), ('fashioned', 'VBN'), ('pot', 'NN'), ('boiler', 'NN'), ('does', 'VBZ'), ('.', '.'), (""''"", ""''"")]"
